type,breed,color,name,zip,exp_year,reg_date,date,reg_year
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,ZEUS,15239,2013,2013-02-11 14:34:35,2013-02-11,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,CHARLIE,15045,2013,2013-02-12 12:55:28,2013-02-12,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,RYLEY,15234,2013,2013-02-12 13:43:38,2013-02-12,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,JUNO,15227,2013,2013-02-14 08:11:02,2013-02-14,2013
Dog Individual Female,ENG SPRINGER SPANIE,SPOTTED,RUMOR,15227,2013,2013-02-14 08:11:02,2013-02-14,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,RYDER,15227,2013,2013-02-14 08:11:02,2013-02-14,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,SASSY,15235,2013,2013-02-14 08:11:02,2013-02-14,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,CHANCE,15147,2013,2013-02-14 09:47:49,2013-02-14,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,BUSTER,15237,2013,2013-02-19 08:38:31,2013-02-19,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ROSIE,15129,2013,2013-02-19 12:13:03,2013-02-19,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,DAKOTA,15102,2013,2013-02-20 08:26:33,2013-02-20,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,CAMDEN,15228,2013,2013-02-20 08:26:37,2013-02-20,2013
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,WHITE/BLACK,DEVON,15228,2013,2013-02-20 08:26:37,2013-02-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,BEATRICE,15071,2013,2013-02-19 16:04:55,2013-02-19,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,STEWART,15044,2013,2013-02-20 15:23:02,2013-02-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CLOVER,15202,2013,2013-02-26 08:40:03,2013-02-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,DAISY,15044,2013,2013-02-28 10:10:54,2013-02-28,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,DUKE,15045,2013,2013-03-01 08:45:05,2013-03-01,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,RUFUS,15144,2013,2013-03-01 15:02:06,2013-03-01,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,LEO,15243,2013,2013-03-04 13:27:26,2013-03-04,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,SYDNEY,15137,2013,2013-03-06 15:10:50,2013-03-06,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,SHADOW,15137,2013,2013-03-06 15:10:50,2013-03-06,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,REMINGTON,15132,2013,2013-03-08 14:51:07,2013-03-08,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,WINCHESTER,15132,2013,2013-03-08 14:51:07,2013-03-08,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,BEAMER,15136,2013,2013-03-11 10:57:33,2013-03-11,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,FINLEY,15101,2013,2013-03-11 14:33:39,2013-03-11,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GIPPER,15101,2013,2013-03-11 14:33:39,2013-03-11,2013
Dog Individual Male,ENG SPRINGER SPANIE,BLACK,BENTLEY,15135,2013,2013-03-11 13:03:43,2013-03-11,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,PARIS,15139,2013,2013-03-11 14:33:50,2013-03-11,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,MANCHESTER,15139,2013,2013-03-11 14:33:50,2013-03-11,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,SNIPER,15146,2013,2013-03-12 09:45:06,2013-03-12,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,BEAR,15082,2013,2013-03-12 15:03:16,2013-03-12,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,BULLET,15102,2013,2013-03-14 08:36:25,2013-03-14,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,JACK,15071,2013,2013-03-14 10:53:20,2013-03-14,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,JAKE,15136,2013,2013-03-14 10:53:20,2013-03-14,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,LUKE,15218,2013,2013-03-15 15:47:20,2013-03-15,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK,DAX,15112,2013,2013-03-20 08:46:10,2013-03-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,NIKKI,15101,2013,2013-03-21 14:47:48,2013-03-21,2013
Dog Individual Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,CODY,15025,2013,2013-03-22 10:49:15,2013-03-22,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,PUNKY,15235,2013,2013-03-26 13:33:33,2013-03-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,GRACIE,15116,2013,2013-03-27 15:29:15,2013-03-27,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,AVA,15239,2013,2013-03-27 15:29:19,2013-03-27,2013
Dog Senior Citizen or Disability Duplicate,ENG SPRINGER SPANIE,WHITE/BROWN,RUDY,15228,2013,2013-03-29 10:06:29,2013-03-29,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,SUSZETTE,15065,2013,2013-03-29 13:36:40,2013-03-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,TUCKER,15065,2013,2013-03-29 13:36:40,2013-03-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,PARKER,15241,2013,2013-04-02 08:55:53,2013-04-02,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,NUGGET,15238,2013,2013-04-12 09:48:00,2013-04-12,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,LAYLA,15237,2013,2013-04-17 08:41:12,2013-04-17,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOCHA,15120,2013,2013-04-29 13:36:22,2013-04-29,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,CHASE,15037,2013,2013-04-30 08:25:12,2013-04-30,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,MAGGIE,15108,2013,2013-05-03 09:01:02,2013-05-03,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15229,2013,2013-05-02 09:58:44,2013-05-02,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,BAILEY,15057,2013,2013-05-03 10:56:41,2013-05-03,2013
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,WHITE/LIVER,BARRY,15234,2013,2013-05-06 12:19:26,2013-05-06,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DARBY,15229,2013,2013-05-07 10:28:21,2013-05-07,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,CROSBY,15025,2013,2013-05-08 10:19:40,2013-05-08,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,DAKOTA,15084,2013,2013-05-08 10:59:21,2013-05-08,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,DUKE,15236,2013,2013-05-08 14:17:40,2013-05-08,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,TONKA,15147,2013,2013-05-09 10:35:49,2013-05-09,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,ANDY,15239,2013,2013-05-09 10:35:49,2013-05-09,2013
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,WHITE/LIVER,HUNTLEY,15223,2013,2013-05-09 14:27:06,2013-05-09,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,MAXX,15237,2013,2013-05-09 15:08:31,2013-05-09,2013
Dog Individual License Duplicate,ENG SPRINGER SPANIE,WHITE/LIVER,SYDNEY,15137,2013,2013-05-13 11:23:20,2013-05-13,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SHANA,15046,2013,2013-05-15 09:02:33,2013-05-15,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE,CASEY,15120,2013,2013-05-20 08:42:43,2013-05-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,BELLA,15106,2013,2013-05-30 13:55:53,2013-05-30,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,COREY,15090,2013,2013-06-04 09:58:26,2013-06-04,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,CAFFREY,15228,2013,2013-06-05 08:47:55,2013-06-05,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,GYPSY,15116,2013,2013-06-07 09:27:27,2013-06-07,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,GUNNER,15084,2013,2013-06-17 10:08:51,2013-06-17,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,HOLLY,15243,2013,2013-06-19 15:34:04,2013-06-19,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ZOE,15215,2013,2013-06-21 09:27:35,2013-06-21,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,DYLAN,15228,2013,2013-07-01 15:22:47,2013-07-01,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,BUSTER BALLARD,15116,2013,2013-07-02 10:47:17,2013-07-02,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,OZZY BALLARD,15116,2013,2013-07-02 10:47:17,2013-07-02,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,LADY ABIGAIL OF DEER RUN,15044,2013,2013-07-03 08:54:06,2013-07-03,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,RUFFUS,15236,2013,2013-07-08 10:32:32,2013-07-08,2013
Dog Individual Male,ENG SPRINGER SPANIE,MULTI,MAX,15238,2013,2013-07-17 10:47:41,2013-07-17,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,BLACK/CREAM,LILY,15218,2013,2013-07-29 09:26:29,2013-07-29,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,CHARLIE BROWN,15140,2013,2013-07-29 13:59:15,2013-07-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK,SHADOW,15145,2013,2013-07-30 15:10:02,2013-07-30,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,LULU,15238,2013,2013-08-01 13:43:44,2013-08-01,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,GUS,15238,2013,2013-08-01 13:43:44,2013-08-01,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,LADY,15228,2013,2013-08-13 11:10:33,2013-08-13,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/LIVER,ANNIE,15129,2013,2013-08-16 09:13:53,2013-08-16,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,ROGAN,15037,2013,2013-08-16 09:13:54,2013-08-16,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,ELI,15237,2013,2013-08-22 14:09:29,2013-08-22,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,LEO,15065,2013,2013-08-23 13:43:46,2013-08-23,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,WHITNEY,15037,2013,2013-08-29 10:25:42,2013-08-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,DIESEL,15037,2013,2013-08-29 10:25:42,2013-08-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GINGER,15235,2013,2013-08-29 14:52:22,2013-08-29,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,CARVER,15239,2013,2013-09-11 13:40:04,2013-09-11,2013
Dog Individual Female,ENG SPRINGER SPANIE,BLACK WITH WHITE,BINDY,15017,2013,2013-09-16 10:09:26,2013-09-16,2013
Dog Individual Female,ENG SPRINGER SPANIE,BLACK WITH WHITE,PENNY,15017,2013,2013-09-16 10:09:26,2013-09-16,2013
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,SPOTTED,SKOOTER,15110,2013,2013-10-08 14:53:41,2013-10-08,2013
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,TUCKER,15015,2013,2013-10-16 14:36:08,2013-10-16,2013
Dog Senior Citizen or Disability Duplicate,ENG SPRINGER SPANIE,SPOTTED,BLUE,15071,2013,2013-10-17 11:24:16,2013-10-17,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,BRETTA,15143,2013,2013-10-29 14:12:17,2013-10-29,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,PEPPER,15234,2013,2013-11-13 13:04:02,2013-11-13,2013
LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate,reg_date,reg_year
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BUDDY FALSETTI,15139,2014,2013-12-09 08:56:07,2013-12-09,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SADIE,15147,2014,2013-12-10 09:25:29,2013-12-10,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,COOPER,15209,2014,2013-12-10 16:11:43,2013-12-10,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,SANDY,15106,2014,2013-12-10 16:11:43,2013-12-10,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,JEWELS,15234,2014,2013-12-10 15:54:21,2013-12-10,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,LEXIE,15136,2014,2013-12-11 10:27:41,2013-12-11,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ROSIE,15129,2014,2013-12-12 08:54:06,2013-12-12,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,BO,15106,2014,2013-12-11 15:59:38,2013-12-11,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CODY,15146,2014,2013-12-12 12:14:49,2013-12-12,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,MURPHY,15146,2014,2013-12-12 16:05:08,2013-12-12,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,JOCKO,15236,2014,2013-12-16 12:48:58,2013-12-16,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,RILEY,15090,2014,2013-12-17 11:02:40,2013-12-17,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,DAPHNE,15090,2014,2013-12-17 11:02:40,2013-12-17,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SNOOPY,15241,2014,2013-12-17 11:02:40,2013-12-17,2013
Dog Senior Citizen or Disability Female,ENG SPRINGER SPANIE,SPOTTED,REMY,15101,2014,2013-12-17 11:02:41,2013-12-17,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,GRACIE,15220,2014,2013-12-17 11:02:40,2013-12-17,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,JOSIE,15084,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,JOSEPH,15210,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,ANDIE,15136,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GUNNER,15037,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,MOOT,15238,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,MULTI,HEIDI,15090,2014,2013-12-18 08:53:16,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK/TAN,PETYA,15209,2014,2013-12-18 09:44:38,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MOKO,15101,2014,2013-12-18 14:42:05,2013-12-18,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,JACKS,15071,2014,2013-12-20 08:34:42,2013-12-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,BLAZE,15221,2014,2013-12-20 08:34:45,2013-12-20,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,BLAZE,15221,2014,2013-12-20 08:34:45,2013-12-20,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,ROGAN,15037,2014,2013-12-19 10:05:10,2013-12-19,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GUS,15071,2014,2013-12-19 10:05:04,2013-12-19,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,ANGEL,15241,2014,2013-12-19 10:05:10,2013-12-19,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,RILEY,15037,2014,2013-12-19 10:05:10,2013-12-19,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,GUNNAR,15237,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,PATCHES,15005,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,BELLA,15106,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15057,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,TREY,15044,2014,2013-12-20 10:17:53,2013-12-20,2013
Dog Senior Citizen or Disability Female,ENG SPRINGER SPANIE,SPOTTED,MANDY,15136,2014,2013-12-20 10:17:53,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,OTHER,DUKE,15108,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,GUNNY,15237,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MACEY,15071,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE,ANGUS,15145,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,BAILEY,15021,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,RALPH,15220,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,LUKE,15132,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,CLEMMIE,15139,2014,2013-12-20 10:16:21,2013-12-20,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,SINBAD,15101,2014,2013-12-20 10:17:53,2013-12-20,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOCHA,15120,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,LADY ABIGAIL OF DEER RUN,15044,2014,2013-12-23 13:14:38,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,MULTI,HUNTER,15143,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/LIVER,STELLA,15071,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,LEROY,15229,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,PHOEBE,15120,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,TRI-COLOR,RILEY,15101,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,OTHER,LOLA INKS,15017,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,ATALANTA,15102,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,RUGER,15063,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MARLIN,15063,2014,2013-12-23 13:14:05,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CHARLIE,15238,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK,ZEB,15237,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,MOLLY,15236,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SYDNEY,15241,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,DAISY GIRL,15108,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,MAGGIE,15044,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,RUBY,15235,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,JAKE,15136,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,COLT,15106,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SNICKERS,15106,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,LUCY,15237,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,SAMSON,15014,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE,DAISY,15227,2014,2013-12-23 12:47:00,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,RUBY,15236,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,JERRY,15205,2014,2013-12-23 12:47:00,2013-12-23,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,HUNTER,15102,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,BLAZE,15143,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MILLIE,15236,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,COCOA,15237,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,PATCH,15044,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BAILEY,15220,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,ROSALIA,15202,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,BARLEY,15145,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,BUSTER,15143,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MAGIC,15044,2014,2013-12-23 12:45:02,2013-12-23,2013
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,LUCY,15131,2014,2013-12-23 12:47:00,2013-12-23,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,REILLEY,15241,2014,2013-12-23 15:07:45,2013-12-23,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,SOPHIE,15106,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,SAMMI JO,15106,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOLLY,15057,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,REESE,15241,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,CROSBY,15106,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,RHUE,15129,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,COOPER,15102,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,BENTLEY,15102,2014,2013-12-26 10:33:23,2013-12-26,2013
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAJOR,15243,2014,2013-12-26 10:33:23,2013-12-26,2013
